"A375-MDSC1"	"A375-MDSC2"	"A375-MDSC3"	"MDSC+4-IPP1"	"MDSC+4-IPP2"	"MDSC+4-IPP3"	"Cultured Monocytes1"	"Cultured Monocytes2"	"Cultured Monocytes3"
"ADAM9"	3.39696	3.3761	3.44019666666667	3.48351666666667	3.95916333333333	3.64837666666667	3.37863333333333	3.49213	3.43679666666667
"ADAMDEC1"	7.77953	7.8428	7.82336	7.77021	7.36572	7.25022	8.27085	8.21305	8.11319
"ADAMTS1"	7.91867	7.92711	7.97178	7.25345	6.97019	7.3772	8.04349	7.86884	7.99843
"ADAMTS10"	8.32786	8.33882	8.37652	8.12137	8.23981	8.00347	9.22815	9.12582	8.934
"ADAMTS12"	6.84325	6.76974	6.96403	6.64664	6.64664	6.91147	6.48294	6.45102	6.53571
"ADAMTS13"	8.723485	8.74588	8.733515	7.359595	7.45627	6.940625	8.94267	8.85023	8.80879
"ADAMTS14"	4.38468	4.43660666666667	4.31284666666667	4.96292	4.78171333333333	4.65714	4.48134333333333	4.52851	4.62805
"ADAMTS15"	6.98709	6.98384	6.95796333333333	6.96322333333333	7.02713666666667	7.14861	8.77795333333333	8.75215	8.73278666666667
"ADAMTS16"	6.172445	6.06085	6.07857	6.548345	6.79521	6.892025	6.080735	6.069715	5.86714
"ADAMTS17"	6.0046625	5.994835	5.9406475	6.81915	6.5370225	6.751965	6.3186775	6.460445	6.2634675
"ADAMTS18"	3.4223	3.26369333333333	3.12975333333333	3.48121666666667	3.58082666666667	3.57856666666667	3.41410333333333	3.41045666666667	3.55255666666667
"ADAMTS19"	3.945115	3.81708	3.830575	3.21881	3.043275	2.98469	6.905985	6.96989	7.02901
"ADAMTS2"	3.54778	3.38903	3.479275	3.30055	4.179085	3.51813	3.54006	3.59758	3.54552
"ADAMTS20"	8.68626	8.75242	8.6930875	7.9185625	7.85441	8.166725	8.3510325	8.3638325	8.2119625
"ADAMTS3"	3.07239	3.07239	3.02747	3.75916	3.12425	3.24146	2.92248	3.07239	3.05769
"ADAMTS4"	4.68603	4.63385	4.54243	4.88907	5.82139	5.27793	3.7029	3.50452	3.54446
"ADAMTS5"	5.54517571428571	5.57645142857143	5.56993285714286	5.27460428571429	5.40774	5.29853285714286	3.17732142857143	3.03249285714286	3.18462857142857
"ADAMTS6"	4.30771666666667	4.28660333333333	4.212325	4.65200333333333	4.75931833333333	4.64124666666667	4.34160666666667	4.43945333333333	4.50087333333333
"ADAMTS7"	2.69205	2.7823	2.75588	2.94816	2.87889	2.90191	2.90191	2.95589	3.17763
"ADAMTS8"	8.0331	8.021545	7.93971	8.309445	8.14658	7.897065	7.721605	7.580315	7.528645
"ADAMTS9"	4.90591	4.80967	4.71475	5.11281	5.09351	5.25082	4.83391	5.02592	5.20082
"ADAMTSL1"	7.60592	7.76634	7.81398	7.1615	6.2846	6.98436	8.74136	8.53246	8.62144
"ADAMTSL2"	2.5874	2.64112	2.5874	2.52662	2.7012	2.72646	2.5874	2.57514	2.5874
"ADAMTSL3"	2.86459	2.63731	2.80295	3.13733	2.84289	2.82465	2.87198	2.76885	2.93476
"ADAMTSL4"	3.41823	3.26253	3.09468	3.7129	3.00884	3.47459	2.72879	2.37301	2.64488
"ADAMTSL5"	8.00222	7.97832	7.98467	8.4219225	8.2144675	7.98574	8.9470875	9.10447	8.9142575
"ADAR"	6.2350575	6.1475575	6.206345	7.2239625	7.3049675	7.14577	4.57721	4.2748975	4.498505
"ADARB1"	7.53471	7.62092	7.43323	7.31035	7.35412	7.23527	9.09054	8.98046	8.99514
"ADARB2"	5.254305	5.212905	5.415075	4.4176	5.021095	4.352715	5.583955	5.346675	5.286005
"ADAT1"	4.615595	4.37439	4.514305	5.19922	5.2422	5.10019	4.728965	4.639015	4.667355
"ADAT3"	8.70178	8.70332	8.73565	7.01186	7.01186	7.01186	3.96117	3.95338	4.12608
"ADC"	3.470045	3.514415	3.75895	3.0974	3.13995	3.15024	3.872675	3.821795	3.48461
"ADCK1"	4.40551666666667	4.17707	4.32700333333333	4.73211	4.81451	4.95601	4.46533666666667	4.55936666666667	4.56714666666667
"ADCK2"	3.833185	3.730715	3.7264075	4.0344625	4.0725875	4.5356925	3.9629425	3.9906475	3.9036025
"ADCK4"	7.34131666666667	7.19866333333333	7.23623333333333	6.94639666666667	6.68411666666667	6.77157666666667	8.17814	8.0628	8.06920333333333
"ADCK5"	4.27676	4.38802	4.28272	4.60844	3.89528	4.6025	3.22386	2.85741	3.12244
"ADCY1"	10.636415	10.627035	10.622165	8.99295	9.258895	9.09812	12.5507	12.46485	12.53915
"ADCY2"	4.30280666666667	4.39202	4.41985333333333	4.02166666666667	4.01309666666667	3.97142	3.24534	3.125	3.81266
"ADCY3"	5.30077	5.42953	5.330015	5.623255	5.951955	5.69058	5.27812	5.347235	5.47798
"ADCY4"	3.652515	3.573635	3.45983	4.051205	3.791625	3.54609	3.926015	3.788235	3.887365
"ADCY5"	9.02396	8.88048	8.962855	8.4718	8.418465	8.14608	8.086635	7.93717	8.03028
"ADCY6"	5.82124	5.84965	5.88724666666667	5.17587166666667	5.52895	5.28823666666667	6.42266333333333	6.33435666666667	6.32093833333333
"ADCY7"	4.070854	4.090447	4.180322	4.60026	4.760401	4.658543	4.324612	4.237376	4.261069
"ADCY8"	6.89837	6.85784666666667	7.00196	6.54545	5.98373666666667	5.98075333333333	7.41374333333333	7.37081333333333	7.38056666666667
"ADCY9"	9.48008	9.38082	9.39044	8.33671	8.40075	7.93237	8.51987	8.39804	8.40096
"ADCYAP1"	7.07149833333333	7.09108166666667	7.10881333333333	6.33887166666667	6.70177666666667	6.60480833333333	6.83017333333333	6.81697333333333	6.743785
"ADCYAP1R1"	4.70224	4.50063	4.36873	5.19299	4.51444	4.93434	4.92902	4.77261	4.87567
"ADD1"	6.129458	6.18925	6.09145	7.289602	7.329642	7.681712	5.745668	5.804004	5.848468
"ADD2"	7.273605	7.279145	7.26503	7.749455	7.79745	8.072225	7.17129	7.132795	7.293615
"ADD3"	8.90086	8.93208666666667	8.91132	8.80433666666667	8.78627333333333	8.82644666666667	8.86734	8.86692666666667	8.86792
"ADH1A"	4.8491125	4.8303225	4.805585	4.76139	4.8800125	4.8484975	5.02508	5.161925	5.1096975
"ADH1B"	5.81033	5.8751725	5.987505	4.8719275	4.79898	4.7147175	3.13209	3.2377975	3.10826
"ADH1C"	4.89709	4.87096	4.78149	5.54644	5.49633	6.47383	5.09019	5.01339	5.21264
"ADH4"	5.611415	5.509825	5.60532	5.25344	5.593775	5.476995	5.341365	5.30301	5.414305
"ADH5"	8.30386	8.18698	8.08952	6.87556	7.45166	6.66878	6.6425	6.32884	6.41537
"ADH6"	4.26989833333333	4.19711166666667	4.19594833333333	4.70178166666667	4.884965	4.68944666666667	5.93383833333333	5.87896	5.92456
"ADH7"	7.66112	7.747555	7.65836	6.907985	7.08049	6.93391	7.107275	7.122375	7.11361
"ADHFE1"	5.05026	5.07915	5.14633	6.01535	6.04117	5.43291	4.5133	4.47993	4.72864
"ADI1"	3.6068	3.86704	3.67822	4.37825	4.35147	4.93111	3.88678	4.0925	4.07301
"ADIG"	10.9517	10.9514	10.9571	10.3798	10.2523	10.3286	10.3024	10.1758	10.1602
"ADIPOQ"	8.84063	8.88695	8.85108	8.56948	8.53932	8.591	9.22903	9.35229	9.36182
"ADIPOR1"	3.360825	3.38188	3.426435	4.018635	3.702775	3.59711	4.00928	4.25423	4.53176
"ADIPOR2"	2.42661	2.431495	2.538755	2.792815	2.84714	2.82623	2.386375	2.386605	2.49502
"ADK"	4.0596775	3.89858	4.127185	4.09075	4.0451875	3.9734725	3.460975	3.6024625	3.5739275
"ADM"	4.52803	4.6374	4.52803	4.47015	4.97017	4.6216	4.47873	4.52803	4.37731
"ADM2"	5.837526	6.065412	5.878532	5.119266	5.317948	5.59826	6.295936	6.17661	6.26981
"ADNP"	3.638618	3.76472	3.668688	3.854102	4.280958	4.341948	4.751564	4.63882	4.741236
"ADNP2"	3.3973	3.4801	3.17838	3.40199	2.78016	3.54406	2.84769	2.98884	3.05608
"ADO"	5.236386	5.342708	5.272436	5.912766	6.060086	5.987746	5.339116	5.366626	5.160706
"ADORA1"	9.13304	9.22981	9.18638	9.288195	9.28878	9.23191	8.514815	8.405585	8.48091
"ADORA2B"	3.51307333333333	3.58933666666667	3.51322	3.78029	3.89991333333333	3.94833	3.61345666666667	3.77585333333333	3.64418
"ADORA3"	3.24399	3.25906	3.36952	3.57644	3.37867	3.42761	3.5387	3.33769	3.54621
"ADPGK"	7.68496	7.75822	7.72836	6.55844	6.7879	6.87476	5.62114	5.46498	5.57349
"ADPRH"	2.91025	3.1604	3.09931	2.99393	3.77749	3.31146	3.36247	3.26216	3.26216
"ADPRHL1"	5.55540333333333	5.56309333333333	5.49540333333333	6.38083666666667	6.07862333333333	6.27445666666667	5.69005	5.75828666666667	5.72613
"ADPRHL2"	6.95534333333333	7.04010666666667	6.95981	6.92534666666667	6.94553333333333	7.35177	6.61244	6.60671666666667	6.63052
"ADRA1A"	3.66578	3.73916	3.6858	4.57864	4.49976	3.90525	3.66531	3.78322	3.73916
"ADRA1B"	5.059085	5.11788	5.1058875	5.5245975	5.23178	5.43022	4.2365175	4.3997525	4.5008725
"ADRA1D"	5.28360571428571	5.31617142857143	5.32637	4.78863857142857	4.80259285714286	4.83124142857143	4.12384857142857	4.25749	4.45294428571429
"ADRA2A"	3.45402	3.36411	3.39372	3.23775	3.91241	4.06379	3.39094	3.67517	3.7307
"ADRA2B"	7.0017	6.94191	7.04617	6.66384	7.06168	7.11237	6.28643	6.33133	6.51687
"ADRA2C"	6.448425	6.51054	6.602205	4.97663	5.339885	5.54955	6.214365	6.14232	5.94308
"ADRB1"	4.526335	4.394075	4.43069	5.222675	4.709915	4.46211	4.410485	4.54655	4.629985
"ADRB2"	6.7737225	6.77751875	6.68429	6.93562	6.75863125	6.57031125	6.7723475	6.75714	6.5886025
"ADRB3"	4.10357	4.06757	4.28581	5.00111	4.60261	4.43665	4.18414	4.22706	4.43056
"ADRBK1"	3.81653333333333	3.91831666666667	3.96378666666667	4.31029	4.22347	4.70012	3.96576333333333	4.08658666666667	4.12408
"ADRBK2"	7.1565775	7.2913025	7.288675	5.9233525	5.7444325	5.8755725	8.4392825	8.3372675	8.41688
"ADRM1"	5.75591	5.30609	5.75591	7.87034	7.9669	7.62968	5.41238	5.19011	5.53482
"ADSL"	5.61898333333333	5.57366666666667	5.59819333333333	6.15553333333333	6.08610666666667	5.87340333333333	5.56986666666667	5.51984666666667	5.47465333333333
"ADSS"	3.9562	4.19153	4.10641	3.32597	3.28727	2.7321	5.38453	5.40378	5.34834
"ADSSL1"	8.70577	8.69421	8.623065	8.27276	8.226065	7.880785	8.28069	8.157	8.14198
"AEBP1"	6.31215142857143	6.38272714285714	6.32466	5.95701714285714	6.37572857142857	6.25040285714286	6.88463142857143	6.88072857142857	6.85717
"AEBP2"	2.57155	2.86236	2.91232	3.16661	2.86236	3.37162	2.79359	2.86236	2.99744
"AES"	8.793435	8.84008	8.87526	7.481335	7.01999	7.091855	9.899025	9.774135	9.999775
"AFAP1"	5.466875	5.5338575	5.5665775	4.840565	4.676615	4.337365	5.1834575	4.9761275	4.809585
"AFAP1L1"	4.99455	5.11899	4.83781	5.02661	5.397545	5.60126	5.31177	5.38321	5.39299
"AFAP1L2"	6.53377	6.37031	6.39566	6.7764	7.06149	7.19292	6.31316	6.53377	6.5239
"AFF1"	8.80564	8.9357	8.76394666666667	8.76643	8.92336	8.93944666666667	9.78861666666667	9.79471666666667	9.86678333333333
"AFF2"	3.50184666666667	3.35823666666667	3.36683666666667	3.25845666666667	3.62253333333333	3.51286333333333	3.1654	2.88697	2.97199333333333
"AFF3"	13.64675	13.6648	13.63545	13.23975	13.2232	13.10395	12.82695	12.8092	12.8374
"AFF4"	2.82107	2.75325	2.96479	3.57644	3.75251	3.19948	2.92832	3.13689	2.74665
"AFG3L2"	10.348465	10.35777	10.394125	9.820375	9.92967	9.89392	9.74637	9.591875	9.79637
"AFM"	4.70663	4.75954	4.6694	4.83521	5.49442	4.92378	4.89933	4.83521	4.83521
"AFMID"	11.2339	11.2287	11.2339	10.65625	10.65185	10.492785	11.50335	11.5125	11.50195
"AFP"	7.622915	7.588225	7.67118	7.49139	7.488985	7.764445	7.2577	7.19885	7.25866
"AFTPH"	3.92818	3.88022	3.92818	3.95846	4.27908	3.92818	3.87825	3.89298	3.99748
"AGA"	9.00850333333333	9.03159	9.01607666666667	8.69832	8.61492666666667	8.76021666666667	8.58458666666667	8.57414333333333	8.54762
"AGBL1"	3.94083	3.77679	3.737715	3.991125	4.313865	4.196075	4.044435	3.94437	4.02224
"AGBL2"	5.01718	5.33001	5.30257	6.5694	6.563515	6.530385	5.545275	5.586595	5.43332
"AGBL3"	9.4105	9.43706	9.39815	8.51333	8.25655	8.35603	9.45347	9.39917	9.465
"AGBL4"	6.03355666666667	5.94353	6.00843666666667	5.84762333333333	5.82748333333333	5.87868333333333	6.73358	6.61838	6.51982
"AGBL5"	4.21701	4.07087	4.08612	4.07188	4.08612	4.67487	4.08612	4.08612	3.94053
"AGER"	2.585795	2.653845	2.60725	2.99518	2.737415	2.83131	2.770285	2.689395	2.75773
"AGGF1"	6.1600375	6.1453375	6.1914825	5.59334	5.606275	5.5343175	6.1979325	6.1270875	6.1557775
"AGK"	5.09803666666667	5.1568	5.10936666666667	5.32878333333333	5.25595	5.62781666666667	5.29277333333333	5.26293666666667	5.40112666666667
"AGL"	5.93512	5.88398	5.75591	5.31158	5.48	6.02896	5.63496	5.63496	5.36023
"AGMAT"	3.92287	4.35578	4.35743	2.68196	2.92033	2.97518	7.97462	7.71498	7.50999
"AGPAT1"	5.22126	5.26608	5.40579	4.57006	4.69378	4.01918	5.14633	5.14633	4.99109
"AGPAT2"	2.47048333333333	2.54673333333333	2.50267	2.62910666666667	2.93076666666667	2.82137	2.80915333333333	2.76367666666667	2.64002666666667
"AGPAT3"	5.74120666666667	5.89933	5.94393333333333	6.33142666666667	5.88831	6.21284	6.37711666666667	6.36462	6.31097333333333
"AGPAT4"	2.90191	2.90191	2.79003	2.90191	2.6141	3.00307	3.19926	3.01492	3.05856
"AGPAT5"	3.25566	3.18765	3.25566	3.3174	3.18765	3.02156	3.45402	3.55874	3.31853
"AGPAT6"	6.235988	6.210914	6.336598	6.243192	6.245008	6.60887	6.519824	6.634886	6.601148
"AGPAT9"	5.89534333333333	5.87143333333333	5.71497666666667	6.32449333333333	6.52431	6.81714666666667	6.01633666666667	6.12053666666667	6.11872666666667
"AGPS"	4.69633555555556	4.67790111111111	4.58137555555556	5.18912	5.10290555555556	5.21137555555556	4.96325111111111	4.88841111111111	4.97313555555556
"AGR2"	3.036765	2.982515	3.024495	3.145475	3.76048	3.037615	3.16417	3.177815	3.231215
"AGR3"	4.45568	4.28865	4.06123	4.51191	4.98604	4.73305	4.47339	4.8111	4.47339
"AGRN"	10.59247	10.46692	10.4903166666667	10.7964333333333	10.75249	10.7124166666667	11.3404	11.3681	11.3584333333333
"AGRP"	4.591225	4.746965	4.670395	4.867645	4.493155	4.18063	5.249625	5.40165	5.118925
"AGT"	10.0275	9.98188	10.1559	6.35172	6.74647	6.54826	3.69999	3.75231	4.42051
"AGTPBP1"	6.10676	6.23139	6.75702	6.37143	6.06947	6.85513	3.55913	3.15799	3.69049
"AGTR1"	3.451216	3.275754	3.482954	3.583646	3.520054	3.516012	3.519576	3.486214	3.531848
"AGTR2"	6.04078666666667	5.83123333333333	5.98391666666667	5.09637333333333	5.37535666666667	5.14319333333333	6.16075333333333	6.25232333333333	6.06715
"AGTRAP"	2.22517	2.44898	2.65047	2.49464	2.79359	2.67088	3.01627	2.9231	2.85614
"AGXT"	6.55498	6.69922	6.54524	6.68729	6.976555	7.05623	7.64851	7.68518	7.892465
"AGXT2"	5.9168	5.8236	6.04974	6.336195	6.50394	6.446395	6.507595	6.709	6.72056
"AGXT2L1"	3.673455	3.865135	3.735485	3.970765	4.18457	4.477735	3.949855	4.04548	3.768835
"AGXT2L2"	7.00163	7.03	6.963364	6.498804	6.639024	6.58319	6.956062	7.063256	7.015566
"AHCTF1"	3.64747	3.64747	3.64747	3.57644	3.97168	3.14628	3.6566	3.66125	3.85234
"AHCY"	3.4878	3.26442	3.45048	3.57583	4.56039	3.76445	3.30017	3.4878	3.4599
"AHCYL1"	6.59394333333333	6.55841666666667	6.65361666666667	6.4478	6.07760333333333	6.07147333333333	6.02230333333333	5.82331666666667	5.91213
"AHCYL2"	9.42126	9.47469666666667	9.47951333333333	8.69274666666667	8.71697333333333	8.57234	8.43075666666667	8.28008333333333	8.32241
"AHDC1"	3.71637	3.48268	3.93731	3.78918	3.85147	3.93731	4.10516	4.13092	3.93731
"AHI1"	6.6454	6.66746	6.64367	7.024395	7.01015	7.14277	6.608445	6.635755	6.57149
"AHNAK"	7.3761	7.47518	7.48103	7.37827	7.22344	6.9938	9.81387	9.81689	9.89083
"AHR"	4.20327	4.08068333333333	4.09677333333333	4.64496666666667	4.26883	4.42515	4.22878	4.17046333333333	4.28098666666667
"AHRR"	7.71386	7.90214	7.79019	7.90902	7.89919	7.96546	6.75204	6.8919	6.71666
"AHSA1"	10.23186	10.246715	10.284225	9.28751	9.354255	9.201185	9.30261	9.227575	9.28664
"AHSA2"	8.47269	8.46525	8.681885	7.597835	7.68539	7.471405	5.988845	6.09265	5.96587
"AHSG"	6.465032	6.426162	6.481224	6.334334	6.553732	6.278464	5.73761	5.794432	5.565484
"AICDA"	3.3719	3.31898	3.30711	4.25912	3.74167	4.53759	3.45751	3.77124	3.56383
"AIF1"	2.92737	3.07251	2.913515	3.53307	3.59757	3.646505	2.947665	3.20906	3.17216
"AIFM1"	2.24311	2.32496	2.31199	2.53937	2.83588	2.57537	2.36817	2.36817	2.24987
"AIFM2"	12.0544	11.9594	11.9704	11.5454	11.6424	11.4461	11.7617	11.7958	11.7958
"AIFM3"	5.4265725	5.4357025	5.4145275	5.797855	5.6092975	5.42831	3.6935025	4.0866675	3.9851625
"AIG1"	3.10862	2.90191	2.85986	3.17036	2.77897	3.1368	3.22501	3.12156	3.26178
"AIM1"	7.21298	7.36788	7.35851	6.30926	5.63084	5.73053	5.74922	5.55567	5.63496
"AIM1L"	4.98627	4.93805	4.74815	5.59172	4.53419	5.40576	4.58535	5.00111	4.43153
"AIM2"	4.766202	4.823194	4.59684	3.442454	3.317368	3.614618	3.142888	3.096602	3.30326
"AIP"	3.12649	3.10415	3.06485	3.70918	3.69109	3.62833	3.02791	3.15888	3.27823
"AIPL1"	6.759995	6.81183	6.846665	7.34329	6.84848	7.231655	8.188495	8.207305	8.047335
"AIRE"	3.23093	3.31853	3.57079	3.19247	3.1247	3.31028	3.11244	2.95485	3.36824
"AJAP1"	9.63831	9.60541	9.57795	9.95985	9.76508	9.56927	9.24145	9.17033	9.15341
"AK1"	2.84743	2.77008	2.867855	2.72245	3.329825	3.33003	3.042545	2.92885	3.191985
"AK2"	10.6704	10.6676	10.6167	7.23239	7.19016	6.99345	4.41452	4.49927	4.53936
"AK3"	3.830115	3.90175	3.59894	3.32824	3.692275	3.592295	3.490735	3.563725	3.60809
"AK5"	5.28298833333333	5.28733166666667	5.39748166666667	4.67282833333333	4.91552833333333	4.731305	4.40379666666667	4.318245	4.408615
"AK7"	8.48463	8.5151225	8.4955075	8.8361275	8.6642475	8.66227	8.98852	9.0855475	8.94587
"AKAP1"	4.42051	4.52536	4.74765	4.96294	4.90081	5.3865	4.99179	4.91264	4.86275
"AKAP10"	3.51214	2.99628	3.30657	3.77648	3.19125	3.24677	3.23045	3.35063	3.30657
"AKAP11"	3.10953	3.10953	3.09827	3.22632	3.28216	3.10953	3.0373	3.21118	3.10953
"AKAP12"	4.436885	4.32687	4.37824	5.6045	5.374495	5.410965	4.75033	4.48479	4.603025
"AKAP13"	3.31087	3.393165	3.384135	3.72796	3.852895	3.864715	3.368045	3.51517	3.55334
"AKAP14"	7.91016666666667	7.97808	7.99677333333333	7.39649333333333	7.44415	7.47025	8.4261	8.32679666666667	8.38154666666667
"AKAP3"	3.65266	3.603825	3.747955	4.01798	3.558545	3.67591	3.42178	3.48869	3.231055
"AKAP4"	3.75751666666667	3.76390666666667	3.90565	3.83432	3.71414333333333	4.07788666666667	3.76022666666667	3.64869	3.63185666666667
"AKAP5"	2.448735	2.493645	2.37708	3.20847	3.01278	2.827875	3.343065	3.31795	3.079335
"AKAP6"	3.47677	3.1561	3.2992	4.76196	4.14713	3.92969	3.98118	3.68717	3.54582
"AKAP7"	3.30522333333333	3.26298	3.15960333333333	3.48301	3.35432333333333	3.73501666666667	3.22100333333333	3.31624333333333	3.1838
"AKAP8"	5.59245	5.626162	5.583272	5.169482	5.16143	5.622824	5.91326	5.833562	5.690286
"AKAP8L"	5.746755	5.70918	5.628055	5.019345	4.73175	5.568995	5.55248	5.681245	5.60763
"AKAP9"	3.5026	3.47572	3.45666	3.69884	3.5026	4.06898	3.5026	3.41002	3.67022
"AKNA"	4.15384	4.1961	4.18577	4.61036	5.10562	3.88316	4.15384	3.87452	4.15384
"AKR1A1"	7.5356775	7.567535	7.6029375	7.54411	7.28117	7.3856775	7.63445	7.568195	7.4905575
"AKR1B1"	6.67136	6.719665	6.64478	6.027585	5.940185	5.96149	8.116425	8.08412	8.05774
"AKR1B10"	5.24162	5.289024	5.299294	5.12135	4.983268	4.977966	5.816202	5.759718	5.660698
"AKR1C1"	3.55495	3.55913	3.44601	3.49708	4.20838	3.45759	3.55913	3.85044	3.86407
"AKR1C2"	4.92376538461538	4.98661461538462	4.98210923076923	4.85195153846154	4.99316923076923	5.12189846153846	4.79444615384615	4.73629153846154	4.79182076923077
"AKR1C3"	7.01603	6.98697	7.14154	7.21127	7.22429	7.39178	7.19708	7.18487	7.18487
"AKR1C4"	4.06135	4.04176	3.92844	4.52309	4.50783333333333	4.48841	4.46443333333333	4.33284333333333	4.45527666666667
"AKR1D1"	3.28195	3.14907	3.57644	3.63932	4.12343	3.83022	3.36658	3.57644	3.69441
"AKR7A2"	3.51126	3.390545	3.535795	3.69924	3.836695	3.90813	3.57273	3.553685	3.51716
"AKR7A3"	8.44858	8.43994	8.60021	6.4572	7.15708	6.95491	3.43687	3.51546	3.85656
"AKT1"	8.84964	8.91072	8.94485	8.60399	8.10971	8.43483	8.99132	8.79836	8.88383
"AKT1S1"	6.59966666666667	6.64124	6.54977666666667	6.27814	6.25450333333333	6.48181	6.02317666666667	6.00937666666667	5.82321
"AKT2"	3.43315	3.29317	3.073265	3.738505	3.92314	3.75029	3.47505	3.656345	3.663635
"AKT3"	4.53323	4.44841333333333	4.34702	4.50385333333333	4.83900666666667	4.58129666666667	4.63748	4.63431333333333	4.71254333333333
"AKTIP"	3.37559	3.14809	3.30098	4.28279	3.21695	3.83299	3.33769	3.48409	3.72031
"ALAD"	5.029895	5.029895	4.77556	5.49025	5.0224	5.74655	5.01204	5.074145	5.13017
"ALAS1"	3.036445	3.03211	3.19618	4.098125	3.866875	3.78497	3.17882	3.168725	3.28523
"ALAS2"	4.7749325	5.010245	4.89273	3.9138725	4.1429175	3.84697	8.736455	8.796505	8.7196675
"ALB"	6.17536	6.07429	6.1977	6.23690666666667	6.76650333333333	6.52049333333333	7.09075666666667	7.17790333333333	7.07554
"ALCAM"	2.66126	2.74173	2.78823	2.93829	2.92177	2.83345	2.7359	2.78823	2.81572
"ALDH16A1"	5.8152	5.894958	5.767542	5.955294	6.200884	6.08577	5.609104	5.669112	5.681516
"ALDH18A1"	3.15514	3.15514	2.90191	3.04355	3.78282	3.30598	3.43189	3.15514	3.23791
"ALDH1A1"	2.64821	2.704365	2.684425	2.82473	2.665185	2.65756	2.626345	2.66165	2.461785
"ALDH1A2"	7.0807	7.261038	7.32817	4.117618	4.285988	4.126712	10.419662	10.43406	10.350402
"ALDH1A3"	8.25725666666667	8.30500666666667	8.31815333333333	8.31491	8.39821	8.53104333333333	7.82336666666667	7.84432333333333	7.87143333333333
"ALDH1B1"	3.12586	3.47846	3.12221	4.04591	3.16244	3.37144	3.64438	3.58809	3.47534
"ALDH1L1"	4.01108	3.8764	4.04414	4.16813	4.4567	4.61455	3.82308	3.9214	3.98052
"ALDH1L2"	3.02976	3.00671	3.067575	3.067575	3.173795	3.20968	3.109445	3.14352	3.053365
"ALDH2"	4.05521	4.1057475	3.85853	4.2794825	4.305785	4.220215	4.0912675	4.0349025	4.2755975
"ALDH3A1"	6.9386575	6.9199825	7.0024775	6.079605	6.233225	6.4107175	7.19864	7.18201	7.154445
"ALDH3A2"	4.17301	4.16497666666667	4.05788	4.13562	4.78309	4.65651666666667	4.31779333333333	4.42088333333333	4.37025333333333
"ALDH3B1"	3.18549	3.2613	3.20731	3.494825	3.44712	3.37	3.352805	3.517265	3.36134
"ALDH3B2"	5.81552666666667	5.91922333333333	5.97629	6.34918	6.34821666666667	6.08858666666667	6.02481333333333	5.98165666666667	5.98479
"ALDH4A1"	7.290165	7.36717	7.30516	7.239475	7.31854	7.62545	7.07088	7.05899	7.163215
"ALDH5A1"	6.82700833333333	6.89339166666667	6.86709666666667	7.198035	7.21689333333333	7.14294	7.401145	7.36249	7.41114666666667
"ALDH6A1"	8.79112333333333	8.80365333333333	8.80848666666667	8.41314	8.43841666666667	8.4237	9.02192666666667	9.04495333333333	9.08993333333333
"ALDH7A1"	8.47071	8.55608	8.46683	8.66923	8.88593	8.86545	8.3204	8.36432	8.26481
"ALDH8A1"	9.40714666666667	9.46304666666667	9.38451	8.80370666666667	8.60722333333333	8.52000666666667	9.38616	9.42929666666667	9.41430666666667
"ALDH9A1"	4.3839	4.864	4.86982	5.74492	5.75003	5.75003	5.16878	5.00111	5.01868
"ALDOA"	6.50772	6.4978325	6.532865	6.49582	6.323945	6.399715	7.063045	7.16737	7.1123475
"ALDOB"	7.98108333333333	8.05637	8.03131333333333	7.62401666666667	7.56518	7.54324666666667	7.57505	7.56701666666667	7.52039666666667
"ALDOC"	5.19337666666667	5.03524666666667	4.96079333333333	5.03605333333333	4.89153333333333	5.2322	8.00771666666667	7.95084333333333	8.04658666666667
"ALG1"	7.15376	7.2442875	7.2633675	6.4811225	6.4906275	6.76099	7.2880625	7.1412825	7.22347
"ALG10B"	3.1703	3.11028	3.17385	3.08001	3.26651	3.9722	3.31165	3.23994	3.23197
"ALG12"	4.4426	4.438195	4.379645	4.640665	4.608705	4.615315	2.792935	2.65916	3.195675
"ALG13"	5.334995	5.135955	5.44351	4.739895	5.11264	5.188125	4.957325	5.163475	5.221265
"ALG14"	4.42213	4.533175	4.357125	4.594895	4.59278	4.933335	4.568575	4.54622	4.619635
"ALG2"	5.93751	6.18577	6.187795	5.592085	5.94126	5.78709	6.225805	6.331895	6.45767
"ALG3"	7.4245	7.419155	7.55153	7.78245	7.972225	7.99858	6.72721	6.82346	6.584035
"ALG5"	6.77209	6.80929	6.8023975	6.62616	6.5740875	6.6579825	6.9204	6.9055225	6.808205
"ALG6"	12.4359	12.35825	12.3711	11.99035	11.9289	11.9345	11.08035	11.1158	11.03415
"ALG8"	8.538785	8.46504	8.54702	8.99181	9.04177	8.84538	7.49323	7.53036	7.52752
"ALG9"	7.57156	7.63529	7.71386	7.68369	7.32569	7.26936	8.79943	8.89343	8.74835
"ALK"	5.15666	5.06266	4.77654	4.16051	3.407895	2.858955	4.561365	4.20367	4.4163
"ALKBH1"	3.8401	3.934655	3.75615	4.124615	4.187795	4.060325	5.28314	5.00951	5.263835
"ALKBH2"	6.01687	5.960625	6.052815	5.636055	5.63216	5.39211	6.35787	6.36182	6.35311
"ALKBH3"	10.1344166666667	10.2245766666667	10.0265716666667	9.61676	9.79769166666667	9.64937833333333	9.89799166666667	9.92283666666667	9.85051166666667
