ID	Gene Symbol	GENE_ID
1553271_PM_at	DIP2B	57609
1553272_PM_at	SLC36A1	206358
1553274_PM_a_at	SNRNP48	154007
1553275_PM_s_at		
1553276_PM_at	ZNF560	147741
1553277_PM_at	RTTN	25914
1553279_PM_at	BTNL9	153579
1553280_PM_at	PUS10	150962
1553281_PM_at	PLCXD2	257068
1553282_PM_at	C21orf128	150147
1553284_PM_s_at	LMLN	89782
1553285_PM_s_at	RAD9B	144715
1553286_PM_at	ZNF555	148254
1553288_PM_a_at	C7orf51	222950
1553292_PM_s_at	SGK494	124923
1553293_PM_at	MRGPRX3	117195
1553295_PM_at	ABCA13	154664
1553296_PM_at	GPR128	84873
1553297_PM_a_at	CSF3R	1441
1553298_PM_at	C17orf77	146723
1553299_PM_at	DUSP5P	574029
1553300_PM_a_at	DGKH	160851
1553301_PM_a_at	TMEM182	130827
1553303_PM_at	C16orf46	123775
1553304_PM_at	LSM14B	149986
1553306_PM_at	CASP8	841
1553310_PM_at	PLB1	151056
1553311_PM_at	C20orf197	284756
1553313_PM_s_at	SLC5A3	6526
1553314_PM_a_at	KIF19	124602
1553315_PM_at	SLFNL1	200172
1553316_PM_at	GPR82	27197
1553317_PM_s_at	GPR82	27197
1553318_PM_at	RIBC1	158787
1553319_PM_at	OXGR1	27199
1553320_PM_s_at	CDC14C	168448
1553321_PM_a_at	SULT1C4	27233
1553322_PM_s_at	TEAD1	7003
1553323_PM_a_at	CATSPER2	117155
1553325_PM_at	POU5F2	134187
1553326_PM_at	RXFP2	122042
1553327_PM_a_at	BEND7	222389
1553328_PM_a_at	SLC18A2	6571
1553329_PM_at	C7orf45	136263
1553330_PM_at	C7orf45	136263
1553333_PM_at	C1orf161	126868
1553335_PM_x_at	LOC285696	285696
1553336_PM_a_at	MIER3	166968
1553338_PM_at	C1orf55	163859
1553340_PM_s_at	AMAC1 /// AMAC1L2	146861 /// 83650
1553341_PM_at	UROC1	131669
1553344_PM_at	PCDH15	65217
1553346_PM_a_at	TNRC6A	27327
1553347_PM_s_at	KCNA6	3742
1553348_PM_a_at	NFX1	4799
1553349_PM_at	ARID2	196528
1553350_PM_at	FAM123C	205147
1553351_PM_at	OTUD7A	161725
1553352_PM_x_at	ERVWE1	30816
1553354_PM_a_at	FLJ31958	143153
1553355_PM_at		
1553356_PM_at		
1553357_PM_at	LOC158696	158696
1553359_PM_at	FBXL18	80028
1553361_PM_x_at	FBXL18	80028
1553362_PM_at	DNAH6	1768
1553363_PM_at	C6orf195	154386
1553364_PM_at	PNPLA1	285848
1553365_PM_at	DEPDC4	120863
1553366_PM_s_at	ANKRD23 /// ANKRD39	200539 /// 51239
1553367_PM_a_at	COX6B2	125965
1553369_PM_at	FAM129C	199786
1553371_PM_at	EPHA10	284656
1553372_PM_at	FLJ23865	200317
1553373_PM_at	WDR64	128025
1553374_PM_at	PRO2949	55412
1553375_PM_at	BTBD9	114781
1553376_PM_a_at	C1orf125	126859
1553378_PM_a_at	C17orf66	256957
1553380_PM_at	PARP15	165631
1553383_PM_at	ARHGAP42	143872
1553385_PM_at	LOC84931	84931
1553386_PM_at	MFSD2A	84879
1553387_PM_at	ATM	472
1553388_PM_at	FAM26D	221301
1553389_PM_at	NPHP3	27031
1553390_PM_at	ATG9B	285973
1553391_PM_at	CXorf58	254158
1553392_PM_at	EFCAB3	146779
1553394_PM_a_at	TFAP2B	7021
1553395_PM_a_at	CD200R1	131450
1553396_PM_a_at	CCDC13	152206
1553397_PM_at	CCDC13	152206
1553398_PM_at		
1553399_PM_a_at	C17orf69	147081
1553400_PM_a_at	C17orf69	147081
1553401_PM_at	MRGPRX1	259249
1553402_PM_a_at	HFE	3077
1553403_PM_at	RLN3	117579
1553405_PM_a_at	CSMD1	64478
1553407_PM_at	MACF1	23499
1553409_PM_at	ADAMTS20	80070
1553410_PM_a_at	ABCC12	94160
1553411_PM_s_at	SALL3	27164
1553412_PM_at	AGBL4	84871
1553413_PM_at	FLJ13744	80078
1553415_PM_at	SLC17A8	246213
1553417_PM_at	C11orf44	283171
1553418_PM_a_at	CNTNAP5	129684
1553420_PM_at	FLJ32063	150538
1553422_PM_s_at	A2BP1	54715
1553423_PM_a_at	SLFN13	146857
1553424_PM_at	C12orf40	283461
1553425_PM_at	WDR65	149465
1553426_PM_at	FLJ37543	285668
1553427_PM_at	ADAMTS15	170689
1553428_PM_at	LOC285780	285780
1553429_PM_at	FLJ31713	158263
1553430_PM_a_at	EDARADD	128178
1553432_PM_s_at	LOC653786 /// OTOA	146183 /// 653786
1553433_PM_at	C9orf93	203238
1553434_PM_at	CYP4Z2P	163720
1553435_PM_at	C18orf15	147276
1553436_PM_at	MUC19	283463
1553437_PM_at	KLHDC7A	127707
1553438_PM_at	C11orf72	283135
1553439_PM_at		
1553440_PM_at	C18orf16	147429
1553441_PM_at	CNTNAP4	85445
1553442_PM_a_at	CNTNAP4	85445
1553443_PM_at	C8orf54	439941
1553444_PM_a_at	C1orf127	148345
1553446_PM_at	FLJ37396	285754
1553447_PM_at	AGBL1	123624
1553448_PM_at	FLJ34503	285759
1553449_PM_at	C16orf81	283860
1553450_PM_s_at	C16orf81	283860
1553451_PM_at	CCDC79	283847
1553452_PM_at	MYO1H	283446
1553453_PM_at	ASB14	142686
1553454_PM_at	RPTN	126638
1553456_PM_at		
1553457_PM_at	CXorf62	439943
1553458_PM_at	C10orf72	196740
1553459_PM_at	CCDC150	284992
1553460_PM_at	C2orf61	285051
1553461_PM_at	FAM9B	171483
1553462_PM_at		
1553464_PM_at	FLJ40288	286023
1553465_PM_a_at	CES7	221223
1553466_PM_at	CXorf59	286464
1553467_PM_at	FLJ32742	439944
1553468_PM_at	HYDIN2	100288805
1553470_PM_at	DNAH17	8632
1553471_PM_at	AMAC1	146861
1553472_PM_at	FLJ32955	150596
1553474_PM_at	POTED	317754
1553475_PM_at	PRO1483	55448
1553478_PM_at	PRR10	283165
1553479_PM_at	TMEM145	284339
1553482_PM_at	C15orf32	145858
1553483_PM_at	TSGA10IP	254187
1553484_PM_at	C12orf67	144360
1553485_PM_at	CCDC140	151278
1553486_PM_a_at	C17orf78	284099
1553488_PM_at	TEKT5	146279
1553489_PM_a_at	TEKT5	146279
1553491_PM_at	KSR2	283455
1553492_PM_a_at	PAX1	5075
1553493_PM_a_at	TDH	157739
1553494_PM_at	TDH	157739
1553497_PM_at	C12orf37	439916
1553498_PM_at		
1553499_PM_s_at	SERPINA9	327657
1553500_PM_at	FBXL21	26223
1553502_PM_a_at	AKAP2 /// PALM2 /// PALM2-AKAP2	11217 /// 114299 /// 445815
1553504_PM_at	MRGPRX4	117196
1553505_PM_at	A2ML1	144568
1553506_PM_at	CPO	130749
1553507_PM_a_at	GPR6	2830
1553508_PM_at	MDS2	259283
1553510_PM_s_at	RQCD1	9125
1553511_PM_at	GJD3	125111
1553512_PM_at	HOXC12	3228
1553513_PM_at	VNN3	55350
1553514_PM_a_at	VNN3	55350
1553515_PM_at	MYEOV2	150678
1553517_PM_at	FERD3L	222894
1553518_PM_at	DEFT1P	170949
1553519_PM_at	C21orf94	246705
1553521_PM_at	DEFB104A /// DEFB104B	140596 /// 503618
1553523_PM_at	NLRP14	338323
1553524_PM_at	DGKB	1607
1553525_PM_at	NLRP13	126204
1553526_PM_at	NLRP8	126205
1553527_PM_at	NLRP9	338321
1553528_PM_a_at	TAF5	6877
1553529_PM_at	TAS1R2	80834
1553530_PM_a_at	ITGB1	3688
1553531_PM_at	PCSK6	5046
1553532_PM_a_at	ZNF341	84905
1553533_PM_at	JPH1	56704
1553534_PM_at	NLRP10	338322
1553535_PM_a_at	RANGAP1	5905
1553536_PM_at	MBNL2	10150
1553537_PM_at	KRT73	319101
1553538_PM_s_at		
1553539_PM_at	KRT74	121391
1553540_PM_a_at	SLC29A2	3177
1553541_PM_at	LMX1A	4009
1553542_PM_at	CCDC125	202243
1553544_PM_at	GPR101	83550
1553545_PM_at	ILDR1	286676
1553546_PM_at	PRO2012	55478
1553547_PM_at		
1553549_PM_at	VN1R2	317701
1553550_PM_at	VN1R5	317705
1553551_PM_s_at	LOC100131754	100131754
1553552_PM_at	TAAR8	83551
1553553_PM_at	TAS2R39	259285
1553555_PM_at	TAS2R38	5726
1553556_PM_at	TAS2R40	259286
1553558_PM_at	TAS2R41	259287
1553559_PM_at	TMEM171	134285
1553560_PM_at	VN1R4	317703
1553561_PM_at	TAS2R50	259296
1553562_PM_at	CD8B /// CD8BP	926 /// 927
1553564_PM_at	MACROD2	140733
1553565_PM_s_at	DDAH1	23576
1553566_PM_at	C12orf53	196500
1553567_PM_s_at	LOC100288418	100288418
1553568_PM_a_at	HIST1H1T	3010
1553569_PM_at		
1553570_PM_x_at		
1553572_PM_a_at	CYGB	114757
1553573_PM_s_at	EFNA2	1943
1553574_PM_at	IFNE	338376
1553575_PM_at		
1553579_PM_a_at	SPAG11A /// SPAG11B	10407 /// 653423
1553581_PM_s_at	SFRS12IP1	285672
1553582_PM_a_at	SPAG11A /// SPAG11B	10407 /// 653423
1553583_PM_a_at	THRSP	7069
1553584_PM_at	CXorf36	79742
1553585_PM_a_at	MAGEA5	4104
1553586_PM_at	NCRNA00095	283932
1553587_PM_a_at	POLE4	56655
1553588_PM_at	SH3KBP1	30011
1553589_PM_a_at	PDZK1IP1	10158
1553590_PM_at	FAM27E1 /// FAM27E3	100131997 /// 100287333
1553591_PM_at	LOC129026 /// LOC644165 /// LOC728438	129026 /// 644165 /// 728438
1553592_PM_x_at	LOC129026 /// LOC644165 /// LOC728438	129026 /// 644165 /// 728438
1553593_PM_a_at	TAL2	6887
1553594_PM_a_at	INSL3 /// JAK3	3640 /// 3718
1553599_PM_a_at	SYCP3	50511
1553600_PM_at	TMIE	259236
1553601_PM_a_at	TMIE	259236
1553602_PM_at	MUCL1	118430
1553603_PM_s_at	ATL2	64225
1553604_PM_at	ABCA13	154664
1553605_PM_a_at	ABCA13	154664
1553607_PM_at	NCRNA00189	193629
1553608_PM_a_at	NCRNA00189	193629
1553611_PM_s_at	KLHL35	283212
1553612_PM_at	ZNF354B	117608
1553613_PM_s_at	FOXC1	2296
1553614_PM_a_at	FLJ25694	100128202
1553618_PM_at	TRIM43 /// TRIM43B	129868 /// 653192
1553619_PM_a_at	TRIM43 /// TRIM43B	129868 /// 653192
1553620_PM_at	TRIM42	287015
1553622_PM_a_at	FSIP1	161835
1553623_PM_at	MGC15705	84843
1553625_PM_at	FAM98B	283742
1553626_PM_a_at	C17orf57	124989
1553627_PM_s_at	C17orf57	124989
1553629_PM_a_at	FAM71B	153745
1553630_PM_at	C10orf107	219621
1553633_PM_s_at	NHEDC1	150159
1553634_PM_a_at	FLJ40852	285962
1553635_PM_s_at	TCTEX1D1	200132
1553636_PM_at	TMCO5A	145942
1553637_PM_s_at	TMCO5A	145942
1553639_PM_a_at	PPARGC1B	133522
1553640_PM_at	XKR6	286046
1553641_PM_a_at	TSGA13	114960
1553642_PM_at	C9orf163	158055
1553644_PM_at	C14orf49	161176
1553645_PM_at	CCDC141	285025
1553646_PM_at	HDX	139324
1553647_PM_at	CDYL2	124359
1553651_PM_at	C18orf54	162681
1553652_PM_a_at	C18orf54	162681
1553654_PM_at	SYT14	255928
1553655_PM_at	CDC20B	166979
1553656_PM_at	TECTB	6975
1553657_PM_at	VWA3A	146177
1553658_PM_at	LOC150197	150197
1553660_PM_at	HUS1B	135458
1553661_PM_a_at	HUS1B	135458
1553663_PM_a_at	NPB	256933
1553666_PM_at	CCDC34	91057
1553668_PM_at	LRCH3	84859
1553670_PM_at	INTS4	92105
1553672_PM_at	ENAH	55740
1553673_PM_at	STK35	140901
1553674_PM_at	LRRIQ3	127255
1553675_PM_at	KLC4	89953
1553677_PM_a_at	TIPRL	261726
1553678_PM_a_at	ITGB1	3688
1553679_PM_s_at	VKORC1L1	154807
1553681_PM_a_at	PRF1	5551
1553682_PM_at	FBXL14	144699
1553683_PM_s_at	FBXL14	144699
1553684_PM_at	PPIL6	285755
1553685_PM_s_at	SP1	6667
1553686_PM_at	C18orf25	147339
1553688_PM_at	METTL6	131965
1553689_PM_s_at	METTL6	131965
1553690_PM_at	SGOL1	151648
1553691_PM_at	B3GALNT2	148789
1553693_PM_s_at	CBR4	84869
1553694_PM_a_at	PIK3C2A	5286
1553695_PM_a_at	NLRX1	79671
1553696_PM_s_at	ZNF569	148266
1553697_PM_at	C1orf96	126731
1553698_PM_a_at	C1orf96	126731
1553701_PM_a_at	DUSP18	150290
1553702_PM_at	ZNF697	90874
1553703_PM_at	ZNF791	163049
1553704_PM_x_at	ZNF791	163049
1553705_PM_a_at	CHRM3	1131
1553706_PM_at	HTRA4	203100
1553708_PM_at	MGC16075	84847
1553709_PM_a_at	PRPF38A	84950
1553710_PM_at	C4orf39	152756
1553711_PM_a_at	C4orf39	152756
1553713_PM_a_at	RHEBL1	121268
1553715_PM_s_at	FAM195A	84331
1553717_PM_at	KCTD7	154881
1553718_PM_at	ZNF548	147694
1553719_PM_s_at	ZNF548	147694
1553720_PM_a_at	FAM123A	219287
1553721_PM_at	RNF152	220441
1553722_PM_s_at	RNF152	220441
1553723_PM_at	GPR97	222487
1553725_PM_s_at	ZNF644	84146
1553726_PM_s_at	C6orf170	221322
1553727_PM_at	B4GALNT3	283358
1553728_PM_at	LRRC43	254050
1553729_PM_s_at	LRRC43	254050
1553730_PM_x_at	LRRC43	254050
1553732_PM_s_at	CCDC123	84902
1553734_PM_at	AK7	122481
1553736_PM_at	ZFC3H1	196441
1553739_PM_at	IRAK2	3656
1553740_PM_a_at	IRAK2	3656
1553741_PM_at	C1orf211	148645
1553743_PM_at	FAM119A	151194
1553746_PM_a_at	C12orf64	283310
1553747_PM_at	MGC16025	85009
1553749_PM_at	FAM76B	143684
1553750_PM_a_at	FAM76B	143684
1553752_PM_at	C20orf165	128497
1553755_PM_at	NXNL1	115861
1553756_PM_at	C9orf70	84850
1553757_PM_at	IQCG	84223
1553759_PM_at	MCM9	254394
1553761_PM_at	C22orf30	253143
1553764_PM_a_at	JUB	84962
1553765_PM_a_at	KLHL32	114792
1553768_PM_a_at	DCBLD1	285761
1553769_PM_at	SLAMF9	89886
1553770_PM_a_at	SLAMF9	89886
1553772_PM_at	GK5	256356
1553775_PM_at	FLJ31715	152048
1553776_PM_at	UBE2U	148581
1553778_PM_at	WBSCR27	155368
1553780_PM_at	MGC23270	196872
1553781_PM_at	ZC3HAV1L	92092
1553785_PM_at	RASGEF1B	153020
1553787_PM_at	C11orf45	219833
1553789_PM_a_at	C21orf58	54058
1553792_PM_at	KIAA1109	84162
1553793_PM_a_at	KIAA1109	84162
1553794_PM_at	STOML3	161003
1553796_PM_at	LOC150622	150622
1553797_PM_a_at	LOC150622	150622
1553798_PM_a_at	FBXL13	222235
1553799_PM_at	C15orf33	196951
1553801_PM_a_at	C14orf126	112487
1553802_PM_a_at	SOX3	6658
1553803_PM_at	C17orf46	124783
1553804_PM_a_at	C17orf46	124783
1553805_PM_at	C3orf49	132200
1553808_PM_a_at	NKX2-3	159296
1553809_PM_a_at	C9orf71	169693
1553810_PM_a_at	KIAA1524	57650
1553811_PM_at	MGC14436	84983
1553812_PM_at	TLE6	79816
1553813_PM_s_at	TLE6	79816
1553815_PM_a_at	TCEANC	170082
1553817_PM_at	LOC100294050 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P	100294050 /// 25812 /// 266697 /// 29774 /// 29797 /// 646074
1553818_PM_x_at	LOC100294050 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P	100294050 /// 25812 /// 266697 /// 29774 /// 29797 /// 646074
1553821_PM_at	C12orf51	283450
1553822_PM_at	RTP1	132112
1553823_PM_a_at	RTP1	132112
1553826_PM_a_at	C16orf11	146325
1553828_PM_at	FAM55A	120400
1553829_PM_at	C2orf58	285154
1553830_PM_s_at	MAGEA2 /// MAGEA2B	266740 /// 4101
1553831_PM_at	APOBEC3D	140564
1553832_PM_at	C21orf93	246704
1553834_PM_at	COL29A1	256076
1553835_PM_a_at	COL29A1	256076
1553837_PM_at	PGAM5	192111
1553838_PM_at	C4orf45	152940
1553839_PM_at	CCDC149	91050
1553840_PM_a_at	CCDC149	91050
1553842_PM_at	BEND2	139105
1553843_PM_at	C10orf67	256815
1553844_PM_a_at	C10orf67	256815
1553845_PM_x_at	C10orf67	256815
1553846_PM_at	SPERT	220082
1553847_PM_a_at	SPERT	220082
1553849_PM_at	CCDC26	137196
1553850_PM_at	C21orf88	114041
1553851_PM_at	SPIC	121599
1553852_PM_at	VPS13B	157680
1553856_PM_s_at	P2RY10	27334
1553857_PM_at	IGSF22	283284
1553858_PM_at	ZBTB3	79842
1553859_PM_at	TPH1	7166
1553860_PM_at	DCST1	149095
1553861_PM_at	TCP11L2	255394
1553863_PM_at	WDFY4	57705
1553864_PM_at	GPR26	2849
1553865_PM_a_at	GPR26	2849
1553868_PM_a_at	C5orf36	285600
1553869_PM_at	SESN3	143686
1553871_PM_at	C19orf34	255193
1553872_PM_at	C17orf103	256302
1553873_PM_at	KLHL34	257240
1553874_PM_a_at	ZSCAN10	84891
1553875_PM_s_at	ZSCAN10	84891
1553876_PM_at	SAMD3	154075
1553878_PM_at	GOT1L1	137362
1553879_PM_a_at	GOT1L1	137362
1553880_PM_at	C10orf91	170393
1553881_PM_at	MGC16142	84849
1553882_PM_at		
1553883_PM_at	ZNF99	7652
1553885_PM_x_at	ZNF99	7652
1553886_PM_at	CCDC108	255101
1553887_PM_at	C19orf75	284369
1553888_PM_at	LDHAL6A	160287
1553889_PM_at	MRGPRX2	117194
1553890_PM_s_at	NTN5	126147
1553891_PM_at	KLF17	128209
1553893_PM_at	CCDC105	126402
1553894_PM_at	CCDC122	160857
1553895_PM_at	C11orf42	160298
1553898_PM_a_at	DKFZp434L192	222029
1553900_PM_s_at	POM121L1P /// POM121L8P /// POM121L9P	25812 /// 29774 /// 29797
1553901_PM_x_at	ZNF486	90649
1553905_PM_at	CXorf22	170063
1553906_PM_s_at	FGD2	221472
1553907_PM_a_at	EXD1	161829
1553909_PM_x_at	FAM178A	55719
1553910_PM_at	NBPF22P /// NBPF4 /// NBPF6	148545 /// 285622 /// 653149
1553911_PM_at	ZNF663	100130934
1553912_PM_at	FLJ35424	285492
1553914_PM_at	MGC34800	162137
1553915_PM_at	C10orf126	283080
1553917_PM_at	PIKFYVE	200576
1553918_PM_at	C21orf129	150135
1553919_PM_at	C9orf62	157927
1553920_PM_at	C9orf84	158401
1553923_PM_at	SLC22A24	283238
1553924_PM_at	FMO9P	116123
1553927_PM_at	C7orf33	202865
1553928_PM_at	ELMOD2	255520
1553929_PM_at	ACER1	125981
1553930_PM_at	TAAR1	134864
1553931_PM_at	OSTCL	202459
1553934_PM_at	C18orf20	221241
1553935_PM_at	MGC2848	85003
1553936_PM_a_at	MGC2848	85003
1553938_PM_a_at	STK32A	202374
1553940_PM_a_at	LRRC28	123355
1553943_PM_at	NS3BP	171391
1553944_PM_at	MIA2	117153
1553945_PM_at	GPHB5	122876
1553946_PM_at	DCD	117159
1553947_PM_at	EXOSC6	118460
1553949_PM_at	IQSEC3	440073
1553952_PM_at	ZDHHC19	131540
1553954_PM_at	ALG14	199857
1553955_PM_at	KLRAQ1	129285
1553956_PM_at	ALS2CR4	65062
1553957_PM_at	ZNF564	163050
1553959_PM_a_at	B3GALT6	126792
1553960_PM_at	SNX21	90203
1553961_PM_s_at	SNX21	90203
1553962_PM_s_at	RHOB	388
1553963_PM_at	RHOB	388
1553965_PM_x_at	RHOB	388
1553967_PM_at	ADAT3	113179
1553968_PM_a_at	ADAT3	113179
1553970_PM_s_at	CEL	1056
1553971_PM_a_at	GATS	352954
1553972_PM_a_at	CBS	875
1553973_PM_a_at	SPINK6	404203
1553974_PM_at	C22orf39	128977
1553976_PM_a_at	DPCD	25911
1553977_PM_a_at	CYP39A1	51302
1553978_PM_at	LOC729991	729991
1553979_PM_at		
1553982_PM_a_at	RAB7B	338382
1553983_PM_at	DTYMK	1841
1553984_PM_s_at	DTYMK	1841
1553986_PM_at	RASEF	158158
1553987_PM_at	C12orf47	51275
1553989_PM_a_at	ATP6V1C2	245973
1553990_PM_at	C16orf79	283870
1553991_PM_s_at	VSIG10	54621
1553992_PM_s_at	NBR2	10230
1553993_PM_s_at	MED25	81857
1553994_PM_at	NT5E	4907
1553995_PM_a_at	NT5E	4907
1553997_PM_a_at	ASPHD1	253982
1553998_PM_at	DMRTC1 /// DMRTC1B	63947 /// 728656
1554001_PM_at	TRIM37	4591
1554003_PM_at	RGNEF	64283
1554004_PM_a_at	RGNEF	64283
1554006_PM_a_at	LLGL2	3993
1554007_PM_at		
1554008_PM_at	OSMR	9180
1554010_PM_at	NDST1	3340
1554012_PM_at	RSPO2	340419
1554014_PM_at	CHD2	1106
1554015_PM_a_at	CHD2	1106
1554016_PM_a_at	C16orf57	79650
1554017_PM_at	RILPL1	353116
1554018_PM_at	GPNMB	10457
1554019_PM_s_at	C6orf182	285753
1554020_PM_at	BICD1	636
1554021_PM_a_at	ZNF12	7559
1554022_PM_at	CCDC13	152206
1554023_PM_s_at	CCDC13	152206
1554026_PM_a_at	MYO10	4651
1554027_PM_a_at	SLC4A4	8671
1554029_PM_a_at	TTC37	9652
1554030_PM_at	ARSB	411
1554032_PM_at	ARSB	411
1554033_PM_at	FRMD4A	55691
1554034_PM_a_at	FRMD4A	55691
1554036_PM_at	ZBTB24	9841
1554037_PM_a_at	ZBTB24	9841
1554038_PM_at	LARP1B	55132
1554039_PM_at	C14orf159	80017
1554041_PM_at	LOC100288797	100288797
1554042_PM_s_at	C20orf141 /// LOC100288797	100288797 /// 128653
1554043_PM_a_at		
1554044_PM_a_at	MRAP	56246
1554045_PM_at	ZNF24	7572
1554047_PM_at	TXNDC9	10190
1554049_PM_s_at	DCAF8	50717
1554050_PM_at	SMPDL3B	27293
1554052_PM_at	CNOT1	23019
1554053_PM_at	SPTLC1	10558
1554057_PM_at	LOC645676	645676
1554059_PM_at	SETMAR	6419
1554060_PM_s_at	SETMAR	6419
1554062_PM_at	XG	7499
1554063_PM_at	C8orf76	84933
1554065_PM_at	FAM125B	89853
1554067_PM_at	C12orf66	144577
1554068_PM_s_at	C12orf66	144577
1554069_PM_at	EPHA8	2046
1554071_PM_at	CCDC67	159989
1554072_PM_s_at	CCDC67	159989
1554074_PM_s_at	SLFNL1	200172
1554076_PM_s_at	TMEM136	219902
1554077_PM_a_at	TMEM53	79639
1554078_PM_s_at	DNAJA3	9093
1554079_PM_at	GALNTL4	374378
1554080_PM_at	RQCD1	9125
1554082_PM_a_at	NOL9	79707
1554084_PM_a_at	NOL9	79707
1554085_PM_at	DDX51	317781
1554086_PM_at	TUBGCP3	10426
1554089_PM_s_at	SBDS /// SBDSP1	155370 /// 51119
1554091_PM_a_at	TIRAP	114609
1554093_PM_a_at	SNAPC5	10302
1554094_PM_at	ENTPD5	957
1554095_PM_at	RBM33	155435
1554096_PM_a_at	RBM33	155435
1554097_PM_a_at	LOC554202	554202
1554098_PM_at	SPIN3	169981
1554099_PM_a_at	SPIN3	169981
1554101_PM_a_at	TMTC4	84899
1554102_PM_a_at	TMTC4	84899
1554103_PM_at		
1554105_PM_at	TMEM185A	84548
1554106_PM_at	NBEAL1	65065
1554108_PM_at	NBEAL1	65065
1554110_PM_at	CDCP1	64866
1554112_PM_a_at	ULK2	9706
1554113_PM_a_at	SLC4A8	9498
1554114_PM_s_at	SSH2	85464
1554115_PM_at	C5orf58	133874
1554116_PM_s_at	PARP11	57097
1554117_PM_at	CCDC60	160777
1554119_PM_at	C16orf57	79650
1554121_PM_at	HSD17B12	51144
1554122_PM_a_at	HSD17B12	51144
1554125_PM_a_at	NLGN4Y	22829
1554126_PM_at	MSRB3	253827
1554127_PM_s_at	MSRB3	253827
1554128_PM_at	ADIG	149685
1554129_PM_a_at	ADIG	149685
1554131_PM_at	FAM190B	54462
1554132_PM_a_at	FAM190B	54462
1554133_PM_at	RUFY2	55680
1554140_PM_at	WDR78	79819
1554141_PM_s_at	WDR78	79819
1554142_PM_at	SUGT1L1	283507
1554143_PM_a_at	SUGT1L1	283507
1554145_PM_a_at	KLRAQ1	129285
1554147_PM_s_at	C3orf15	89876
1554148_PM_a_at	SLC33A1	9197
1554149_PM_at	CLDND1	56650
1554151_PM_at	OGDH	4967
1554152_PM_a_at	OGDH	4967
1554153_PM_a_at	PHF21A	51317
1554154_PM_at	GDAP2	54834
1554155_PM_at	MCPH1	79648
1554156_PM_a_at	WFDC8	90199
1554157_PM_a_at	WFDC8	90199
1554158_PM_at	ZMYND11	10771
1554159_PM_a_at	ZMYND11	10771
1554160_PM_a_at	ZNF446	55663
1554161_PM_at	SLC25A27	9481
1554163_PM_at	TWIST2	117581
1554165_PM_at	FAM53B	9679
1554167_PM_a_at	GOLGA7	51125
1554168_PM_a_at	SH3KBP1	30011
1554170_PM_a_at	MBLAC1	255374
1554171_PM_at	ZMYM3	9203
1554172_PM_a_at	ZMYM3	9203
1554173_PM_at	CD300LB	124599
1554175_PM_at	CD300LB	124599
1554176_PM_a_at	C3orf33	285315
1554177_PM_a_at	ATP5S	27109
1554178_PM_a_at	FAM126B	285172
1554179_PM_s_at	LYNX1	66004
1554181_PM_at	SNX32	254122
1554182_PM_at	TRIM73 /// TRIM74	375593 /// 378108
1554183_PM_s_at	TRIM73 /// TRIM74	375593 /// 378108
1554185_PM_at	LOC554206	554206
1554187_PM_at	LOC554206	554206
1554188_PM_at	C11orf53	341032
1554190_PM_s_at	C10orf81	79949
1554192_PM_s_at	C4orf23	152992
1554193_PM_s_at	MANEA	79694
1554194_PM_at	LOC100287037	100287037
1554195_PM_a_at	C5orf46	389336
1554196_PM_at	IZUMO1	284359
1554198_PM_at	SH3YL1	26751
1554199_PM_at	PTPRO	5800
1554201_PM_at	CABP4	57010
1554202_PM_x_at	CABP4	57010
1554203_PM_at	NCRNA00110	642976
1554205_PM_s_at	ICA1L	130026
1554206_PM_at	TMLHE	55217
1554208_PM_at	MEI1	150365
1554210_PM_at	ZCCHC13	389874
1554212_PM_s_at	KCNS2	3788
1554213_PM_at	ARHGEF10	9639
1554214_PM_at		
1554216_PM_at	CCDC132	55610
1554217_PM_a_at	CCDC132	55610
1554219_PM_at		
1554220_PM_a_at		
1554222_PM_at	MGC45922	284365
1554224_PM_at		
1554225_PM_a_at		
1554228_PM_a_at	C8orf56	157556
1554229_PM_at	C5orf41	153222
1554231_PM_a_at	ZNF396	252884
1554232_PM_a_at		
1554233_PM_at	C1QTNF9	338872
1554234_PM_at	KATNAL2	83473
1554235_PM_at	CTNNA3	29119
1554237_PM_at	SDCCAG8	10806
1554239_PM_s_at	ZADH2	284273
1554240_PM_a_at	ITGAL	3683
1554241_PM_at	COCH	1690
1554242_PM_a_at	COCH	1690
1554245_PM_x_at	ARL17A /// ARL17B	51326 /// 641522
1554246_PM_at	C1orf210	149466
1554248_PM_at	ZNF638	27332
1554249_PM_a_at	ZNF638	27332
1554250_PM_s_at	TRIM73	375593
1554251_PM_at	HP1BP3	50809
1554252_PM_a_at	LASS3	204219
1554253_PM_a_at	LASS3	204219
1554256_PM_a_at	PCNXL2	80003
1554258_PM_a_at	DNAJC5B	85479
1554259_PM_at	GPSM1	26086
1554260_PM_a_at	FRYL	285527
1554261_PM_at	KLHL29	114818
1554262_PM_s_at	KLHL29	114818
1554264_PM_at	CKAP2	26586
1554266_PM_at		
1554268_PM_at	MORN1	79906
1554271_PM_a_at	CENPL	91687
1554272_PM_at	ERAP2	64167
1554273_PM_a_at	ERAP2	64167
1554274_PM_a_at	SSH1	54434
1554276_PM_at	SART3	9733
1554277_PM_s_at	FANCM	57697
1554279_PM_a_at	TRMT2B	79979
